,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2257,435620,KR7435620000,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9930,2,-40,-0.4,9960,9980,9930,19079,189842720,42718860000,4302000,KSQ
2258,297570,KR7297570004,알로이스,KOSDAQ,벤처기업부,1230,2,-8,-0.65,1231,1238,1226,28545,35064210,42584098140,34621218,KSQ
2259,900100,USU652221081,애머릿지,KOSDAQ,외국기업(소속부없음),1008,1,9,0.9,999,1020,998,42227,42422174,42535482192,42197899,KSQ
2260,378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,1843,1,11,0.6,1833,1990,1780,510461,962832026,42519910133,23071031,KSQ
2261,131220,KR7131220006,대한과학,KOSDAQ,벤처기업부,5670,1,10,0.18,5640,5700,5600,12450,69958570,42266958300,7454490,KSQ
2262,289010,KR7289010001,아이스크림에듀,KOSDAQ,중견기업부,3285,1,85,2.66,3220,3345,3220,41016,135517590,42258361545,12864037,KSQ
2263,193250,KR7193250008,링크드,KOSDAQ,중견기업부,666,2,-2,-0.3,668,670,659,55668,37080363,42173369082,63323377,KSQ
2264,090370,KR7090370008,메타랩스,KOSPI,,1692,1,16,0.95,1679,1693,1650,47900,79690875,42138733788,24904689,STK
2265,328380,KR7328380001,솔트웨어,KOSDAQ,벤처기업부,1228,1,10,0.82,1217,1236,1215,68046,83193195,42074691384,34262778,KSQ
2266,051390,KR7051390003,YW,KOSDAQ,벤처기업부,3700,1,40,1.09,3660,3715,3660,7697,28427685,42014861600,11355368,KSQ
2267,238200,KR7238200000,비피도,KOSDAQ,기술성장기업부,5130,2,-80,-1.54,5110,5230,5040,163358,836675860,41963400000,8180000,KSQ
2268,208860,KR7208860007,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0.0,0,0,0,0,0,41831348265,18971133,KSQ
2269,332370,KR7332370006,아이디피,KOSDAQ,중견기업부,3115,1,25,0.81,3110,3115,3090,5475,16964350,41347656490,13273726,KSQ
2270,009440,KR7009440009,KC그린홀딩스,KOSPI,,1833,2,-6,-0.33,1839,1860,1832,19032,34995788,41123318340,22434980,STK
2271,368970,KR7368970000,오에스피,KOSDAQ,벤처기업부,4400,3,0,0.0,4365,4440,4365,7298,32131685,41123104000,9346160,KSQ
2272,060240,KR7060240009,룽투코리아,KOSDAQ,중견기업부,1319,1,59,4.68,1277,1347,1250,77464,99895353,41068810037,31136323,KSQ
2273,067010,KR7067010009,이씨에스,KOSDAQ,벤처기업부,3330,3,0,0.0,3330,3365,3275,28549,94324840,40939020000,12294000,KSQ
2274,015260,KR7015260003,에이엔피,KOSPI,,907,2,-10,-1.09,927,928,905,49366,45034575,40921022858,45116894,STK
2275,020180,KR7020180006,대신정보통신,KOSDAQ,중견기업부,1063,1,6,0.57,1050,1067,1050,136881,144329326,40849936645,38428915,KSQ
2276,005820,KR7005820006,원림,KOSPI,,17730,3,0,0.0,17730,17810,17680,517,9165310,40743008100,2297970,STK
2277,054300,KR7054300009,팬스타엔터프라이즈,KOSDAQ,벤처기업부,608,1,1,0.16,607,608,602,16829,10167695,40727424160,66985895,KSQ
2278,028080,KR7028080000,휴맥스홀딩스,KOSDAQ,중견기업부,3235,2,-25,-0.77,3280,3280,3220,10803,35061085,40688231910,12577506,KSQ
2279,130500,KR7130500002,GH신소재,KOSDAQ,우량기업부,2795,2,-35,-1.24,2830,2830,2795,22490,63218760,40653420340,14545052,KSQ
2280,036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,10670,1,30,0.28,10600,10710,10600,19141,203887230,40546000000,3800000,KSQ
2281,089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,1868,1,48,2.64,1821,1887,1821,53835,99376227,40333755128,21591946,KSQ
2282,131760,KR7131760001,파인텍,KOSDAQ,중견기업부,927,1,33,3.69,894,929,894,70262,64446667,40261077441,43431583,KSQ
2283,351320,KR7351320007,에스에이티이엔지,KOSDAQ,벤처기업부,1827,1,293,19.1,1540,1930,1536,891916,1650003278,40223023722,22015886,KSQ
2284,37550K,KR737550K011,DL이앤씨우,KOSPI,,18980,1,240,1.28,19150,21600,18240,544700,11001787880,40121537300,2113885,STK
2285,001810,KR7001810001,무림SP,KOSDAQ,중견기업부,1810,2,-5,-0.28,1820,1822,1802,5680,10286336,40068875000,22137500,KSQ
2286,045520,KR7045520004,크린앤사이언스,KOSDAQ,중견기업부,6160,1,10,0.16,6150,6180,6140,2182,13426530,40040000000,6500000,KSQ
2287,000760,KR7000760009,이화산업,KOSPI,,14300,2,-50,-0.35,14350,14440,14300,420,6025840,40040000000,2800000,STK
2288,296640,KR7296640006,이노룰스,KOSDAQ,벤처기업부,7730,2,-120,-1.53,7890,7890,7720,10049,77915420,40027887960,5178252,KSQ
2289,038340,KR7038340006,MIT,KOSDAQ,관리종목(소속부없음),1233,0,0,0.0,0,0,0,0,0,39979891836,32424892,KSQ
2290,002420,KR7002420008,세기상사,KOSPI,,7190,1,110,1.55,7040,7230,7010,2113,15067720,39968117120,5558848,STK
2291,040160,KR7040160004,누리플렉스,KOSDAQ,우량기업부,3315,1,5,0.15,3325,3330,3280,14168,46821245,39964098525,12055535,KSQ
2292,290660,KR7290660000,네오펙트,KOSDAQ,기술성장기업부,964,2,-8,-0.82,972,1000,949,131878,127238003,39881914884,41371281,KSQ
2293,119500,KR7119500007,포메탈,KOSDAQ,중견기업부,3365,1,25,0.75,3355,3365,3340,17126,57396875,39865935680,11847232,KSQ
2294,058110,KR7058110008,멕아이씨에스,KOSDAQ,기술성장기업부,2480,2,-10,-0.4,2480,2590,2480,54840,137838820,39805314400,16050530,KSQ
2295,095910,KR7095910006,에스에너지,KOSDAQ,중견기업부,2035,2,-20,-0.97,2055,2070,2020,43339,88333240,39691663605,19504503,KSQ
2296,229000,KR7229000005,젠큐릭스,KOSDAQ,기술성장기업부,2745,1,45,1.67,2740,2760,2665,71919,194410845,39648793725,14444005,KSQ
2297,200580,KR7200580009,메디쎄이,KONEX,일반기업부,10640,1,340,3.3,10490,10800,10300,629,6488550,39645480560,3726079,KNX
2298,131090,KR7131090003,시큐브,KOSDAQ,벤처기업부,901,1,1,0.11,900,905,896,13983,12590287,39644000000,44000000,KSQ
2299,114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,1982,2,-8,-0.4,1990,2005,1982,10742,21314909,39640000000,20000000,KSQ
2300,088290,KR7088290002,이원컴포텍,KOSDAQ,중견기업부,1265,2,-5,-0.39,1258,1284,1258,13625,17255667,39634561285,31331669,KSQ
2301,354200,KR7354200008,엔젠바이오,KOSDAQ,기술성장기업부,3075,1,55,1.82,3045,3270,2995,69758,213501575,39634373025,12889227,KSQ
2302,331520,KR7331520007,밸로프,KOSDAQ,중견기업부,779,1,19,2.5,760,790,760,132604,102564232,39623359810,50864390,KSQ
2303,203450,KR7203450002,유니온커뮤니티,KOSDAQ,벤처기업부,2810,2,-25,-0.88,2825,2835,2780,16524,46176390,39562009670,14079007,KSQ
2304,000040,KR7000040006,KR모터스,KOSPI,,655,2,-8,-1.21,672,675,651,275093,181065376,39387028540,60132868,STK
2305,347860,KR7347860009,알체라,KOSDAQ,투자주의환기종목(소속부없음),1827,2,-5,-0.27,1810,1862,1809,255175,468393573,39372529644,21550372,KSQ
2306,013000,KR7013000005,세우글로벌,KOSPI,,1370,3,0,0.0,1361,1370,1347,44958,60863318,39325892470,28705031,STK
2307,900110,HK0000057197,이스트아시아홀딩스,KOSDAQ,외국기업(소속부없음),91,2,-1,-1.09,93,93,91,2285067,210186377,39305816550,431932050,KSQ
2308,031510,KR7031510001,오스템,KOSDAQ,중견기업부,1403,2,-10,-0.71,1405,1406,1397,12303,17232201,39284000000,28000000,KSQ
2309,237750,KR7237750005,피앤씨테크,KOSDAQ,벤처기업부,6020,1,80,1.35,5910,6090,5900,34206,204576850,39109532000,6496600,KSQ
2310,006050,KR7006050009,국영지앤엠,KOSDAQ,중견기업부,1118,2,-8,-0.71,1126,1126,1110,67617,75257925,39012881674,34895243,KSQ
2311,434190,KR7434190005,탈로스,KONEX,일반기업부,5290,1,150,2.92,5140,5380,5140,306,1573830,38984305860,7369434,KNX
2312,002820,KR7002820009,SUN&L,KOSPI,,3085,1,35,1.15,3050,3100,2955,51091,156468800,38895646065,12607989,STK
2313,190650,KR7190650002,코리아에셋투자증권,KOSDAQ,우량기업부,6080,2,-80,-1.3,6160,6190,5980,18999,115273600,38839040000,6388000,KSQ
2314,012340,KR7012340006,뉴인텍,KOSDAQ,벤처기업부,762,2,-3,-0.39,765,765,751,65038,49261830,38791257444,50907162,KSQ
2315,072950,KR7072950009,빛샘전자,KOSDAQ,우량기업부,4805,3,0,0.0,4805,4835,4760,48108,230783755,38692791050,8052610,KSQ
2316,076080,KR7076080001,웰크론한텍,KOSDAQ,중견기업부,1712,1,71,4.33,1645,1765,1645,231538,397905439,38681195072,22594156,KSQ
2317,146060,KR7146060009,율촌,KOSDAQ,중견기업부,1607,1,17,1.07,1598,1615,1589,59593,95381836,38593061165,24015595,KSQ
2318,900270,HK0000214814,헝셩그룹,KOSDAQ,외국기업(소속부없음),306,2,-1,-0.33,307,314,292,2979032,896437270,38413735704,125535084,KSQ
2319,176590,KR7176590008,코나솔,KONEX,일반기업부,6590,1,110,1.7,6480,6600,6420,277,1795090,38375764470,5823333,KNX
2320,005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,38288532168,78782988,STK
2321,143540,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,857,2,-15,-1.72,872,881,852,100784,86689274,38222110015,44599895,KSQ
2322,003475,KR7003471000,유안타증권우,KOSPI,,2960,1,70,2.42,2890,2990,2880,19331,56709085,38220147520,12912212,STK
2323,035620,KR7035620004,바른손이앤에이,KOSDAQ,중견기업부,513,1,17,3.43,496,517,496,66365,33448952,38187553275,74439675,KSQ
2324,184230,KR7184230001,SGA솔루션즈,KOSDAQ,벤처기업부,608,2,-7,-1.14,615,619,608,19369,11848504,38060289888,62599161,KSQ
2325,003465,KR7003461001,유화증권우,KOSPI,,2170,2,-10,-0.46,2195,2195,2170,262,568810,37923842250,17476425,STK
2326,053950,KR7053950002,경남제약,KOSDAQ,중견기업부,1065,1,7,0.66,1058,1079,1058,132205,140823757,37906973130,35593402,KSQ
2327,083470,KR7083470005,이엠앤아이,KOSDAQ,중견기업부,1773,1,6,0.34,1767,1785,1755,11015,19517752,37836403317,21340329,KSQ
2328,018680,KR7018680009,서울제약,KOSDAQ,벤처기업부,3245,2,-5,-0.15,3270,3270,3240,1999,6516985,37834490155,11659319,KSQ
2329,177350,KR7177350006,베셀,KOSDAQ,투자주의환기종목(소속부없음),470,1,37,8.55,433,497,430,8473850,4026776823,37774860210,80372043,KSQ
2330,117670,KR7117670000,알파홀딩스,KOSDAQ,관리종목(소속부없음),945,0,0,0.0,0,0,0,0,0,37743429465,39940137,KSQ
2331,037400,KR7037400009,우리엔터프라이즈,KOSDAQ,우량기업부,1439,1,3,0.21,1427,1451,1427,14499,20886392,37735394894,26223346,KSQ
2332,290270,KR7290270008,휴네시온,KOSDAQ,벤처기업부,3920,1,15,0.38,3900,3945,3900,4047,15839235,37662074240,9607672,KSQ
2333,075130,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2260,3,0,0.0,2260,2275,2245,20827,47079925,37566443200,16622320,KSQ
2334,357880,KR7357880004,비트나인,KOSDAQ,기술성장기업부,3595,1,20,0.56,3505,3615,3310,59788,209185700,37546021820,10443956,KSQ
2335,331380,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,1969,1,17,0.87,1950,1975,1946,33277,65317084,37506657958,19048582,KSQ
2336,079170,KR7079170007,한창산업,KOSDAQ,중견기업부,7210,2,-100,-1.37,7350,7350,7190,24465,176695020,37492000000,5200000,KSQ
2337,065570,KR7065570004,삼영이엔씨,KOSDAQ,벤처기업부,2800,2,-280,-9.09,3090,3120,2435,1544591,4148099865,37409710800,13360611,KSQ
2338,092600,KR7092600006,앤씨앤,KOSDAQ,벤처기업부,1490,3,0,0.0,1519,1520,1460,48673,72188061,37374440330,25083517,KSQ
2339,452980,KR7452980006,신한제11호스팩,KOSDAQ,SPAC(소속부없음),1970,3,0,0.0,1967,1974,1962,36826,72413982,37242850000,18905000,KSQ
2340,121850,KR7121850002,코이즈,KOSDAQ,벤처기업부,1205,1,34,2.9,1171,1227,1154,302798,362394356,36890080875,30614175,KSQ
2341,456190,KR7456190008,큐라켐,KONEX,일반기업부,21000,0,0,0.0,0,0,0,0,0,36840006000,1754286,KNX
2342,286750,KR7286750005,나노브릭,KOSDAQ,기술성장기업부,1780,1,25,1.42,1755,1781,1730,53580,94162630,36836315020,20694559,KSQ
2343,152550,KR7152550000,한국ANKOR유전,KOSPI,,526,1,30,6.05,525,564,502,72052484,38144663314,36830520000,70020000,STK
2344,311060,KR7311060008,엘에이티,KONEX,일반기업부,5200,2,-150,-2.8,5380,5750,5200,4289,23653900,36785496800,7074134,KNX
2345,006920,KR7006920003,모헨즈,KOSDAQ,벤처기업부,3365,1,35,1.05,3350,3380,3330,16552,55491210,36745800000,10920000,KSQ
2346,059100,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,5190,2,-10,-0.19,5210,5280,5130,2626,13650260,36697763400,7070860,KSQ
2347,016920,KR7016920001,카스,KOSDAQ,중견기업부,1381,1,7,0.51,1374,1381,1361,75246,103146159,36587575978,26493538,KSQ
2348,246250,KR7246250005,에스엘에스바이오,KOSDAQ,기술성장기업부,4755,2,-135,-2.76,4800,4885,4690,13248,62960630,36490359765,7674103,KSQ
2349,099410,KR7099410003,동방선기,KOSDAQ,중견기업부,2605,2,-5,-0.19,2620,2660,2600,22684,59644065,36470000000,14000000,KSQ
2350,009140,KR7009140005,경인전자,KOSPI,,23200,3,0,0.0,23250,23250,23000,3733,86365800,36442490400,1570797,STK
2351,024070,KR7024070005,WISCOM,KOSPI,,2375,2,-15,-0.63,2375,2390,2365,2017,4775270,36400290250,15326438,STK
2352,045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,3585,2,-10,-0.28,3600,3600,3565,8365,29901715,36393425055,10151583,KSQ
2353,089140,KR7089140008,넥스턴바이오,KOSDAQ,벤처기업부,3220,2,-65,-1.98,3285,3420,3200,35431,114943785,36330058940,11282627,KSQ
2354,192390,KR7192390003,윈하이텍,KOSDAQ,벤처기업부,3320,1,70,2.15,3250,3490,3245,155904,524968610,36270970120,10924991,KSQ
2355,076610,KR7076610005,해성옵틱스,KOSDAQ,중견기업부,1421,1,70,5.18,1360,1459,1360,64887,90589740,36168994358,25453198,KSQ
2356,014100,KR7014100002,메디앙스,KOSDAQ,중견기업부,3065,2,-5,-0.16,3350,3440,3040,300527,970141840,36167000000,11800000,KSQ
2357,104040,KR7104040001,대성파인텍,KOSDAQ,벤처기업부,1005,2,-13,-1.28,1013,1013,996,143119,143544282,36105184785,35925557,KSQ
2358,012620,KR7012620001,원일특강,KOSDAQ,우량기업부,8190,3,0,0.0,8270,8270,8130,5341,43704960,36036000000,4400000,KSQ
2359,317240,KR7317240000,TS트릴리온,KOSDAQ,벤처기업부,336,2,-4,-1.18,340,345,334,1140074,387088641,36032949792,107240922,KSQ
2360,198940,KR7198940009,한주라이트메탈,KOSDAQ,중견기업부,1853,1,7,0.38,1846,1879,1822,31440,57843555,36014565195,19435815,KSQ
2361,045510,KR7045510005,정원엔시스,KOSDAQ,중견기업부,1117,2,-8,-0.71,1125,1135,1109,23057,25817629,35977779164,32209292,KSQ
2362,110020,KR7110020005,전진바이오팜,KOSDAQ,기술성장기업부,4355,1,555,14.61,3840,4750,3840,1282240,5628567650,35867170300,8235860,KSQ
2363,093240,KR7093240000,형지엘리트,KOSPI,,1148,1,7,0.61,1141,1153,1136,45592,52275520,35765708104,31154798,STK
2364,208710,KR7208710004,바이오로그디바이스,KOSDAQ,벤처기업부,569,2,-21,-3.56,590,596,566,248772,143953435,35619590046,62600334,KSQ
2365,093380,KR7093380004,풍강,KOSDAQ,우량기업부,3605,2,-80,-2.17,3630,3645,3605,8297,30011350,35614923365,9879313,KSQ
2366,000950,KR7000950006,전방,KOSPI,,21100,2,-150,-0.71,21400,21400,21050,300,6332250,35448000000,1680000,STK
2367,039310,KR7039310008,세중,KOSDAQ,중견기업부,1953,1,3,0.15,1949,2000,1948,16948,33101753,35391615651,18121667,KSQ
2368,005320,KR7005320007,국동,KOSPI,,525,1,4,0.77,521,531,521,72223,37813616,35347145925,67327897,STK
2369,380540,KR7380540005,옵티코어,KOSDAQ,벤처기업부,1198,2,-1,-0.08,1195,1207,1185,62331,74424391,35181781008,29367096,KSQ
2370,115480,KR7115480006,씨유메디칼,KOSDAQ,벤처기업부,727,2,-5,-0.68,732,732,717,96966,69986659,35059253666,48224558,KSQ
2371,044480,KR7044480002,블레이드 Ent,KOSDAQ,중견기업부,859,1,9,1.06,850,895,846,142652,122231958,34930142352,40663728,KSQ
2372,086220,KR7086220001,광동헬스바이오,KONEX,일반기업부,3300,2,-155,-4.49,3700,3700,3300,84,287030,34893754500,10573865,KNX
2373,439250,KR7439250002,삼성스팩7호,KOSDAQ,SPAC(소속부없음),9960,2,-30,-0.3,9970,10000,9950,9640,96122660,34879920000,3502000,KSQ
2374,900300,HK0000312568,오가닉티코스메틱,KOSDAQ,외국기업(소속부없음),121,2,-8,-6.2,129,133,120,14546289,1824517477,34859183667,288092427,KSQ
2375,002690,KR7002690006,동일제강,KOSPI,,1716,2,-15,-0.87,1727,1731,1715,5347,9206323,34835417760,20300360,STK
2376,169670,KR7169670007,코스텍시스템,KONEX,일반기업부,12130,1,280,2.36,11700,12980,11700,2377,29700530,34793704130,2868401,KNX
2377,312610,KR7312610009,에이에프더블류,KOSDAQ,중견기업부,1714,1,6,0.35,1708,1729,1670,12834,21808029,34720306032,20256888,KSQ
2378,243870,KR7243870003,굿센,KONEX,일반기업부,12000,2,-10,-0.08,12010,12010,12000,140,1680050,34711572000,2892631,KNX
2379,196490,KR7196490007,디에이테크놀로지,KOSDAQ,관리종목(소속부없음),203,0,0,0.0,0,0,0,0,0,34390100080,169409360,KSQ
2380,001070,KR7001070002,대한방직,KOSPI,,6460,1,30,0.47,6430,6520,6370,888,5708850,34238000000,5300000,STK
2381,208350,KR7208350009,지란지교시큐리티,KOSDAQ,벤처기업부,3870,3,0,0.0,3870,3955,3825,16943,65504925,34205184630,8838549,KSQ
2382,267080,KR7267080000,세븐브로이맥주,KONEX,일반기업부,2880,1,130,4.73,3050,3050,2525,12,34365,34189655040,11871408,KNX
2383,086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,3970,2,-10,-0.25,3990,3995,3955,19077,75677175,34184030390,8610587,KSQ
2384,123010,KR7123010001,아이윈플러스,KOSDAQ,기술성장기업부,1045,1,21,2.05,1023,1054,1005,138468,142697433,34128176390,32658542,KSQ
2385,299660,KR7299660001,셀리드,KOSDAQ,기술성장기업부,2495,2,-30,-1.19,2570,2570,2455,31640,79237795,33939427615,13602977,KSQ
2386,290560,KR7290560002,신시웨이,KOSDAQ,벤처기업부,8750,1,80,0.92,8730,8790,8620,1089,9501090,33932255000,3877972,KSQ
2387,133820,KR7133820001,화인베스틸,KOSPI,,1099,2,-1,-0.09,1089,1100,1082,35634,39030485,33877903682,30826118,STK
2388,291810,KR7291810000,핀텔,KOSDAQ,기술성장기업부,2960,1,10,0.34,2950,3015,2945,6148,18299390,33577979520,11343912,KSQ
2389,372800,KR7372800003,아이티아이즈,KOSDAQ,벤처기업부,5570,1,30,0.54,5540,5650,5540,3261,18231480,33570334300,6026990,KSQ
2390,018620,KR7018620005,우진비앤지,KOSDAQ,중견기업부,1160,2,-14,-1.19,1162,1170,1160,25623,29830850,33511579880,28889293,KSQ
2391,001140,KR7001140003,국보,KOSPI,,2110,0,0,0.0,0,0,0,0,0,33456978680,15856388,STK
2392,333050,KR7333050003,모코엠시스,KOSDAQ,벤처기업부,1379,2,-4,-0.29,1384,1401,1365,48222,66651008,33448272445,24255455,KSQ
2393,33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,11160,2,-40,-0.36,11220,11460,11080,17663,198154440,33327108000,2986300,STK
2394,008470,KR7008470007,부스타,KOSDAQ,중견기업부,3955,2,-10,-0.25,3925,3965,3925,4118,16236140,33240984000,8404800,KSQ
2395,001465,KR7001461003,BYC우,KOSPI,,15400,1,100,0.65,15400,15400,15330,2094,32184260,33169290000,2153850,STK
2396,365900,KR7365900000,브이씨,KOSDAQ,벤처기업부,4515,2,-40,-0.88,4600,4600,4510,7095,32180115,33006004500,7310300,KSQ
2397,343090,KR7343090007,HLB사이언스,KONEX,일반기업부,1999,2,-11,-0.55,1990,2090,1950,4523,8990999,32864373593,16440407,KNX
2398,003535,KR7003531001,한화투자증권우,KOSPI,,6830,1,30,0.44,6880,6880,6830,4744,32628240,32784000000,4800000,STK
2399,094860,KR7094860004,네오리진,KOSDAQ,벤처기업부,1527,2,-31,-1.99,1559,1559,1525,19418,30015944,32677141863,21399569,KSQ
2400,290720,KR7290720002,푸드나무,KOSDAQ,중견기업부,2435,1,25,1.04,2375,2465,2370,33957,82341775,32636446230,13403058,KSQ
2401,014910,KR7014910004,성문전자,KOSPI,,1452,2,-18,-1.22,1479,1479,1452,62403,91433187,32613350220,22460985,STK
2402,002410,KR7002410009,범양건영,KOSPI,,1312,3,0,0.0,1312,1322,1307,22074,28955500,32579560384,24831982,STK
2403,058530,KR7058530007,파나케이아,KOSDAQ,관리종목(소속부없음),1620,0,0,0.0,0,0,0,0,0,32527053360,20078428,KSQ
2404,080470,KR7080470008,성창오토텍,KOSDAQ,중견기업부,4455,2,-15,-0.34,4470,4500,4415,1284,5693590,32521500000,7300000,KSQ
2405,050120,KR7050120005,ES큐브,KOSDAQ,중견기업부,2395,1,70,3.01,2335,2400,2325,10309,24214460,32485985970,13564086,KSQ
2406,299910,KR7299910000,애닉,KOSDAQ,관리종목(소속부없음),6880,0,0,0.0,0,0,0,0,0,32483121920,4721384,KSQ
2407,215480,KR7215480005,토박스코리아,KOSDAQ,중견기업부,3455,2,-15,-0.43,3550,3770,3450,925939,3364719955,32477000000,9400000,KSQ
2408,091340,KR7091340000,S&K폴리텍,KOSDAQ,중견기업부,2770,2,-15,-0.54,2760,2785,2755,10976,30371870,32419307170,11703721,KSQ
2409,017000,KR7017000001,신원종합개발,KOSDAQ,우량기업부,2770,1,5,0.18,2760,2790,2745,27288,75458305,32320434790,11668027,KSQ
2410,113810,KR7113810006,디젠스,KOSDAQ,중견기업부,990,2,-11,-1.1,999,1000,984,89228,88406856,32301770490,32628051,KSQ
2411,043090,KR7043090000,더테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),455,2,-4,-0.87,464,475,440,188907,84925705,32265302160,70912752,KSQ
2412,011090,KR7011090008,에넥스,KOSPI,,537,2,-13,-2.36,556,556,536,125963,67813003,32215511217,59991641,STK
2413,030720,KR7030720007,동원수산,KOSPI,,6920,2,-50,-0.72,6910,7010,6910,12660,87937560,32204330600,4653805,STK
2414,002870,KR7002870004,신풍,KOSPI,,920,3,0,0.0,929,929,912,56994,52437101,32162004000,34958700,STK
2415,060900,KR7060900008,DGP,KOSDAQ,중견기업부,1272,2,-7,-0.55,1266,1279,1265,12497,15925787,32128467288,25258229,KSQ
2416,008775,KR7008771008,호텔신라우,KOSPI,,42700,1,50,0.12,42650,42750,42500,1272,54155250,32105233300,751879,STK
2417,258790,KR7258790005,소프트캠프,KOSDAQ,벤처기업부,1279,2,-19,-1.46,1298,1320,1261,49494,63229003,31963852236,24991284,KSQ
2418,083640,KR7083640003,인콘,KOSDAQ,벤처기업부,411,2,-1,-0.24,416,416,407,111205,45644166,31943064261,77720351,KSQ
2419,070300,KR7070300009,엑스큐어,KOSDAQ,벤처기업부,4335,2,-245,-5.35,4460,4525,4250,110457,481466565,31931930790,7366074,KSQ
2420,352940,KR7352940001,인바이오,KOSDAQ,벤처기업부,2925,1,5,0.17,2920,2935,2850,14735,42512535,31788110250,10867730,KSQ
2421,054090,KR7054090006,삼진엘앤디,KOSDAQ,중견기업부,1272,1,32,2.58,1262,1275,1235,45807,57480283,31748143104,24959232,KSQ
2422,010400,KR7010400000,우진아이엔에스,KOSPI,,4160,2,-10,-0.24,4170,4215,4120,1909,7919905,31707520000,7622000,STK
2423,206950,KR7206950008,볼빅,KONEX,일반기업부,2250,0,0,0.0,0,0,0,0,0,31673846250,14077265,KNX
2424,187790,KR7187790001,나노,KOSDAQ,관리종목(소속부없음),1025,0,0,0.0,0,0,0,0,0,31611850750,30840830,KSQ
2425,026040,KR7026040006,제이에스티나,KOSDAQ,중견기업부,1915,1,5,0.26,1890,1920,1871,5211,9902478,31604757850,16503790,KSQ
2426,138360,KR7138360003,협진,KOSDAQ,중견기업부,912,1,2,0.22,905,917,905,36830,33471686,31566129408,34611984,KSQ
2427,217880,KR7217880004,틸론,KONEX,일반기업부,2935,2,-5,-0.17,2985,2985,2850,5872,17197240,31484596150,10727290,KNX
2428,033050,KR7033050006,제이엠아이,KOSDAQ,중견기업부,966,1,13,1.36,955,970,946,39444,37824261,31471644372,32579342,KSQ
2429,025620,KR7025620006,제이준코스메틱,KOSPI,,7010,2,-70,-0.99,7110,7180,7000,21034,148922940,31438770460,4484846,STK
2430,025870,KR7025870007,신라에스지,KOSDAQ,중견기업부,7830,2,-390,-4.74,8070,8150,7530,82976,655204990,31320000000,4000000,KSQ
2431,001000,KR7001000009,신라섬유,KOSDAQ,중견기업부,1287,1,2,0.16,1285,1291,1255,5694,7312055,31245193980,24277540,KSQ
2432,001420,KR7001420009,태원물산,KOSPI,,4105,2,-145,-3.41,4250,4250,4000,10469,42743760,31198000000,7600000,STK
2433,035460,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,2135,1,35,1.67,2130,2140,2100,17541,37061095,31122620900,14577340,KSQ
2434,159910,KR7159910009,스킨앤스킨,KOSDAQ,중견기업부,877,2,-42,-4.57,918,918,869,661569,587070017,31059019898,35415074,KSQ
2435,067730,KR7067730002,로지시스,KOSDAQ,중견기업부,3200,2,-45,-1.39,3240,3245,3195,6167,19833805,30956550400,9673922,KSQ
2436,043710,KR7043710003,서울리거,KOSDAQ,중견기업부,613,2,-19,-3.01,632,632,611,41415,25582771,30771913440,50198880,KSQ
2437,032280,KR7032280000,삼일,KOSDAQ,중견기업부,1896,1,86,4.75,1810,1950,1788,434073,811133044,30740966640,16213590,KSQ
2438,035200,KR7035200005,프럼파스트,KOSDAQ,벤처기업부,3150,3,0,0.0,3140,3185,3140,11460,36116985,30651358500,9730590,KSQ
2439,084870,KR7084870005,TBH글로벌,KOSPI,,1465,2,-14,-0.95,1465,1479,1453,24197,35442346,30555239835,20856819,STK
2440,000300,KR7000300004,대유플러스,KOSPI,,241,0,0,0.0,0,0,0,0,0,30475633069,126454909,STK
2441,008600,KR7008600009,윌비스,KOSPI,,453,1,3,0.67,450,455,449,46340,20930871,30457925667,67236039,STK
2442,030350,KR7030350003,드래곤플라이,KOSDAQ,중견기업부,438,1,74,20.33,367,464,364,21253703,9221961944,30392370174,69388973,KSQ
2443,103230,KR7103230009,에스앤더블류,KOSDAQ,벤처기업부,4205,2,-75,-1.75,4240,4355,4205,32452,138824865,30276000000,7200000,KSQ
2444,900120,KYG2114A1094,씨엑스아이,KOSDAQ,외국기업(소속부없음),105,2,-1,-0.94,106,106,104,816938,85318528,30264377430,288232166,KSQ
2445,007120,KR7007120009,미래아이앤지,KOSPI,,1080,1,16,1.5,1062,1104,1062,54702,59273182,30114270720,27883584,STK
2446,302920,KR7302920004,더콘텐츠온,KONEX,일반기업부,6600,0,0,0.0,0,0,0,0,0,30045569400,4552359,KNX
